Ward_code,Ward,Borough,Life_Expectancy,Childhood_Obesity,Incapacity_Benefit,Unemployment_Rate,Crime_Rate,Deliberate_Fires,GCSE_points,Unauthorised_Absence,Dependent_children,Public_Transport_Access,Homes_with_access,Wellbeing_score
E05000226,Plumstead,Greenwich,80.78879078,27.31958763,1.790393013,10.55674954,80.3217797,2.189349112,346.60553,1.519804305,22.1978022,3.56389176,1.346817156,7.9
E05000227,Shooters Hill,Greenwich,82.72722852,23.01587302,1.777777778,5.722598808,58.74326161,1.102941176,363.4839161,1.045077106,15.3030303,2.435871306,7.372872209,7.7
E05000228,Thamesmead Moorings,Greenwich,77.08420756,28.42242503,1.516245487,9.281193356,74.44622689,1.097852029,350.450463,1.205778894,21.17647059,2.642959917,2.11551585,7.9
E05000229,Woolwich Common,Greenwich,79.09683816,23.52941176,2.329317269,13.22420418,81.24421869,1.185983827,350.4464912,1.339243667,22.98245614,3.999408673,2.889257343,7.9
E05000230,Woolwich Riverside,Greenwich,78.06003763,26.58662093,1.966101695,10.41965946,85.88367205,0.758293839,335.3895288,1.684883261,26.33928571,4.496121271,-7.770834071,7.9
E05000231,Brownswood,Hackney,80.87454545,30.73593074,1.93877551,5.854982657,127.6832426,0.081300813,327.74,1.123451327,27.56097561,6.132485111,-2.197309903,7.4
E05000232,Cazenove,Hackney,85.15785712,20.6405694,1.91011236,9.648899345,59.90687245,0.294117647,346.3829268,0.806157635,14.94382022,4.749908673,-6.623647861,7.4
E05000233,Chatham,Hackney,80.30528626,25.99531616,2.397959184,13.69254688,106.187177,0.21978022,335.3496063,1.023553934,33.52941176,5.754982027,-1.238634819,7.5
E05000234,Clissold,Hackney,80.81105151,18.91891892,1.891891892,5.316362321,105.5434354,0.08,360.3245455,0.689257951,18.54545455,3.634102735,-1.448488473,7.4
E05000235,Dalston,Hackney,80.26919682,25.13368984,1.966527197,11.562715,199.7694929,0.323624595,333.5093023,1.302618454,32.54237288,5.960534788,-1.919378525,7.4
E05000236,De Beauvoir,Hackney,78.46755041,29.08496732,1.741071429,9.032120385,222.9207195,0.343642612,341.2680851,1.407843137,30.75471698,4.881049237,-0.277660471,7.6
E05000237,Hackney Central,Hackney,79.77615452,26.5060241,2.422680412,10.82314917,105.250609,0.077220077,323.7657895,1.24623813,30.94339623,6.736875009,-6.176649242,7.5
E05000238,Hackney Downs,Hackney,80.28112358,25.38860104,2.577319588,11.21564215,103.6676756,0.075471698,326.1922414,1.112445551,28.81355932,5.494949439,-0.510122699,7.4
E05000239,Haggerston,Hackney,80.09000562,28.84615385,1.923076923,10.37600241,66.45019008,0.881355932,331.646729,1.235036496,32.83018868,5.707508965,-2.698143082,7.6
E05000240,Hoxton,Hackney,80.46475537,27.11864407,2.32,9.104647595,109.3046292,0.564263323,341.4890909,1.249831876,34.65517241,5.828051271,-0.906606515,7.6
E05000241,King's Park,Hackney,82.02350317,28.24601367,3,13.27811806,84.05359107,0.263157895,335.192053,1.035324675,33.93939394,2.853333482,16.90592403,7.5
E05000242,Leabridge,Hackney,77.32053789,23.48668281,2.115384615,11.33713861,102.0961986,0.278745645,351.9439394,1.304945992,28.67647059,4.303288939,-3.744059419,7.4
E05000243,Lordship,Hackney,81.18038705,21.39534884,2.578616352,7.08814541,80.23512977,0.64,341.7283951,0.863246073,15.125,3.667664887,-0.730444055,7.4
E05000244,New River,Hackney,82.47479658,26.38297872,2.105263158,7.906033061,65.04026978,0.36900369,341.6406452,1.322997172,13.82022472,5.044908251,-1.249908386,7.4
E05000245,Queensbridge,Hackney,80.92583213,24.86910995,2.300469484,12.45519383,156.8504072,0.422535211,352.0577586,1.219585561,28.94736842,4.776162274,-2.179195245,7.6
E05000246,Springfield,Hackney,80.78840005,25.15923567,3.4,10.55694801,73.79066742,0.478087649,310.4422857,1.294187898,20.21052632,3.237558006,-2.402754146,7.4
E05000247,Stoke Newington Central,Hackney,82.1935933,22.29965157,1.827411168,8.135466756,117.0860218,0.155642023,355.1940594,1.122240129,22.55319149,5.256227654,-1.975124969,7.4
E05000248,Victoria,Hackney,79.46465762,25.38860104,2.806122449,12.0087925,136.707848,0.73800738,328.9789116,1.205002875,29.53125,4.691406529,0.050290012,7.5
E05000249,Wick,Hackney,77.83777696,29.89417989,3.313953488,11.77771692,116.2721351,0.578512397,316.6648855,1.257454331,36.5,3.947464478,11.6855226,7.5
E05000250,Addison,Hammersmith and Fulham,82.46907971,23.8410596,1.920903955,4.386753212,117.0891792,0.086580087,330.56,1.136170213,18.53658537,6.525039351,-9.949547898,7.9
E05000251,Askew,Hammersmith and Fulham,82.09982939,23.49206349,2.417061611,6.513460223,102.893384,0.350877193,342.1191489,1.589358245,21.37931034,3.595044596,-5.636669458,7.9
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,82.20712354,23.52941176,1.658031088,4.382414901,49.11989846,0.08,375.5025316,1.086762075,13.24324324,6.03902444,-9.691270988,7.9
E05000253,College Park and Old Oak,Hammersmith and Fulham,79.15419187,23,2.253521127,7.913415669,50.38422686,0.703517588,319.025,1.275256917,33.26086957,4.890492559,6.350628693,7.9
E05000254,Fulham Broadway,Hammersmith and Fulham,79.37939706,20.81218274,1.754385965,4.628833016,109.7035661,0,351.0368421,1.175176305,21.35135135,5.375265869,-4.4569855,7.7
E05000255,Fulham Reach,Hammersmith and Fulham,81.06187957,24.46808511,1.74863388,3.67290096,72.7629919,0.172413793,355.0436782,1.136075949,19.11764706,4.176905245,1.329226269,7.7
E05000256,Hammersmith Broadway,Hammersmith and Fulham,78.9259612,21.61016949,2.528089888,5.4618184,90.01251436,0.247933884,337.7320988,1.343729904,22.60869565,5.96747849,-7.685673585,7.7
E05000257,Munster,Hammersmith and Fulham,82.79087637,18.33333333,1.325301205,2.631435054,77.92461532,0,333.2640625,0.888607595,10.25,3.701931161,-5.922679374,7.7
E05000258,North End,Hammersmith and Fulham,80.37115617,26.45502646,1.785714286,4.664059675,74.15400342,0.24691358,362.4007937,1.281331593,26.38888889,5.236870524,-1.433419878,7.7
E05000259,Palace Riverside,Hammersmith and Fulham,84.39337911,10.52631579,0.9,1.651755201,75.58922369,0.132450331,370.3793103,0.931875,6.451612903,3.726918037,13.46847735,7.7
E05000260,Parsons Green and Walham,Hammersmith and Fulham,83.08252508,26.96629213,1.315789474,2.738549121,101.7257135,0.184331797,353.6022222,1.216348774,10,4.671401069,4.061842508,7.7
E05000261,Ravenscourt Park,Hammersmith and Fulham,79.50553907,16.43835616,2.091503268,3.153502518,98.66995497,0.183486239,360.8256098,1.129259259,18.44444444,4.043433565,-4.199123489,7.9
E05000262,Sands End,Hammersmith and Fulham,82.44379963,26.53061224,1.413612565,4.101531308,61.91414649,0.076045627,351.2089385,1.185058506,22.85714286,3.401712943,1.62946781,7.7
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,79.77779984,20.98765432,2.5,7.604264258,145.4907741,0.158730159,354.0595238,1.024064712,24.44444444,5.571161596,2.849739797,7.9
E05000264,Town,Hammersmith and Fulham,84.28192162,24.30555556,1.24260355,3.715050904,87.35762335,0,331.1722892,1.34789916,17.04545455,4.629092277,-7.713429818,7.7
E05000265,Wormholt and White City,Hammersmith and Fulham,82.64714271,28.18371608,2.780748663,9.71872208,94.59479225,0.220588235,322.5678322,1.343681175,34.92957746,3.238615553,1.934925159,7.9
E05000266,Alexandra,Haringey,83.47195811,10.32448378,0.797546012,3.392186624,94.84781949,0,385.2710526,0.561028894,8.305084746,3.260597488,8.340144899,7.5
E05000267,Bounds Green,Haringey,81.28494092,22.6006192,2.097560976,8.199569897,103.5970379,0.141342756,339.3385827,1.411924119,22.5,4.907740444,3.711757,7.5
E05000268,Bruce Grove,Haringey,80.98613003,27.92362768,2.718446602,14.65065393,102.0163087,0.067567568,326.0355263,1.88155929,29.35064935,4.493993018,-4.233244206,7.4
E05000269,Crouch End,Haringey,84.66840855,9.756097561,0.909090909,3.109347218,84.13874611,0,366.9756098,0.741291811,5.434782609,3.382829043,-2.302876,7.5
E05000270,Fortis Green,Haringey,82.56709438,10.87470449,1.2,3.193621371,80.25432031,0.235294118,382.8805825,0.773931889,8.833333333,3.124341941,4.8294086,7.5
E05000271,Harringay,Haringey,82.47281368,28.75,1.886792453,8.909774303,144.9684005,0.145454545,343.0590164,1.477497666,21.06382979,5.344342803,7.20945987,7.5
E05000272,Highgate,Haringey,85.11038369,17.42424242,1.040462428,3.296739235,73.84431549,0.168067227,334.7444444,1.289543726,7.317073171,3.955121822,5.085188331,7.5
E05000273,Hornsey,Haringey,82.66228039,17.70186335,2.210526316,8.406033624,78.09041964,0.23255814,337.6657658,1.122714487,22.59259259,3.353545234,-3.431689323,7.5
E05000274,Muswell Hill,Haringey,84.79181085,8.75,0.91503268,2.977494423,85.45977548,0.182648402,387.7724638,0.800416667,6.444444444,3.24459172,3.96868194,7.5
E05000275,Noel Park,Haringey,81.13876813,29.80769231,2.654028436,11.62180251,176.4886919,0.416666667,323.56,1.934317585,29.52380952,6.064572528,-3.379090608,7.5
E05000276,Northumberland Park,Haringey,80.13880808,30.14861996,3.502538071,20.63519816,103.7139326,0.472972973,326.651087,1.45442569,34.88888889,4.143690562,-0.445888786,7.5
E05000277,St Ann's,Haringey,81.19263017,21.89542484,1.929824561,11.14358085,84.61578531,0.323624595,338.4731092,1.860760309,25.3125,3.928440282,2.500730137,7.5
E05000278,Seven Sisters,Haringey,82.08289985,26.51515152,2.350230415,10.14926168,85.36368092,0.244648318,339.6390533,1.424649407,19.48979592,4.675314995,3.554062352,7.4
E05000279,Stroud Green,Haringey,81.0986957,18.41004184,1.72972973,5.506625425,91.23074611,0.414937759,365.2373494,1.218555667,17.11111111,4.588836728,-0.149805483,7.5
E05000280,Tottenham Green,Haringey,78.7941205,28.07486631,2.844036697,12.2274178,130.3731001,0.130718954,318.1216216,1.622149837,27.39726027,5.840286799,-1.718045961,7.4
E05000281,Tottenham Hale,Haringey,81.0017482,28.99408284,2.433628319,11.5282033,100.3093075,0.246153846,328.2437838,1.501906275,34.36781609,4.655902226,2.897504989,7.4
E05000282,West Green,Haringey,82.66085123,26.14213198,2.653061224,11.7155698,85.09717492,0.436363636,332.1804878,1.389508393,28.70967742,4.060917998,9.343841275,7.4
E05000283,White Hart Lane,Haringey,79.99517625,28.54545455,3.131868132,14.31951163,92.78122039,1.094890511,334.5140271,1.734244306,31.78571429,3.304805762,1.969619973,7.5
E05000284,Woodside,Haringey,81.56787834,21.91358025,2.385321101,8.915588061,70.51993095,0.598006645,339.9422535,1.675137112,25.07692308,4.673467955,6.385462931,7.5
E05000285,Belmont,Harrow,85.39964132,17.04545455,1,2.857920614,53.55703269,0,370.0628788,0.579576108,8.620689655,1.963615278,-15.21924081,7.5
E05000286,Canons,Harrow,83.83633479,18.28793774,0.987654321,3.075602245,48.63575153,0.153256705,354.6311828,0.713876843,9.473684211,2.667005222,5.087527726,7.5
E05000287,Edgware,Harrow,84.51728857,21.72523962,1.4375,4.425737779,71.27637573,0,357.6917355,0.745515846,12.93103448,2.891162147,-9.206985743,7.5
E05000288,Greenhill,Harrow,81.74401823,20,2.010869565,5.119497494,91.71455396,0.389105058,329.3594937,1.042018349,15.66037736,4.564934808,-9.034228112,7.4
E05000289,Harrow on the Hill,Harrow,83.47872845,19.76284585,1.428571429,3.517477652,58.06177509,0.158730159,350.4402597,0.81281362,9.714285714,3.147221753,-5.285569329,7.4
E05000290,Harrow Weald,Harrow,82.69158507,19.65517241,1.575342466,4.730434399,64.21077662,0.775862069,360.8097403,1.204432133,17.81818182,2.778681546,-3.703288291,7.4
E05000291,Hatch End,Harrow,84.46632429,20.33898305,1.052631579,2.188009125,50.21668465,0.368663594,371.2836735,0.803611111,10.20833333,2.263022192,-14.16072856,7.4
E05000292,Headstone North,Harrow,86.38978039,20.703125,0.970149254,2.378158073,54.88946722,0.194174757,368.6445378,0.531740307,6.136363636,2.708826764,-0.536389184,7.4
E05000293,Headstone South,Harrow,83.78299981,20.06920415,1.37254902,3.707769023,52.63140552,0.262008734,365.1245614,0.612063492,11.27272727,3.113850529,-6.22782654,7.4
E05000294,Kenton East,Harrow,84.09184316,21.82890855,1.602564103,3.764603137,47.59766674,0.263157895,350.551145,0.706241427,12.74509804,2.540652591,-8.2579783,7.5
E05000295,Kenton West,Harrow,83.84756325,19.92481203,1.233766234,3.01341824,52.1492056,0.263157895,350.2746575,0.663418407,8.571428571,2.925845966,-11.47703983,7.5
E05000296,Marlborough,Harrow,83.19297171,19.01840491,1.578947368,6.136159407,66.05214542,0.472440945,351.6362205,0.942830769,18.57142857,3.845658991,-10.62327042,7.4
E05000297,Pinner,Harrow,85.18083501,15.06849315,1.825396825,2.812165675,53.3180115,0.294117647,351.4135417,0.821793535,10,1.84071874,-12.72274993,7.4
E05000298,Pinner South,Harrow,88.45061356,17.60299625,0.859375,1.943265595,36.59918552,0.09478673,379.0544444,0.297013721,5.576923077,2.167433704,-5.313949981,7.4
E05000299,Queensbury,Harrow,82.62411836,21.30681818,1.411042945,3.157386375,49.67264902,0,367.0298701,0.61001221,13.7704918,2.635566832,-9.910797161,7.5
E05000300,Rayners Lane,Harrow,84.39417433,16.04584527,1.156462585,2.979742243,49.88837286,0.264317181,378.5619469,0.761419355,8.181818182,3.184149873,-10.17870236,7.4
E05000301,Roxbourne,Harrow,83.41914246,22.31759657,2.16374269,5.337422566,62.2565433,0.459770115,351.274,0.935488372,19.06666667,3.031316182,-10.12800433,7.4
E05000302,Roxeth,Harrow,82.95402044,21.40921409,1.329113924,4.911147441,82.7625344,0.168067227,351.5202797,0.758032009,12.96875,3.007236754,-5.771284791,7.4
E05000303,Stanmore Park,Harrow,84.64496635,14.35406699,2.116788321,2.996550765,57.57181395,0.526315789,353.3,0.977290076,16.45833333,2.077814937,-6.54826737,7.5
E05000304,Wealdstone,Harrow,80.88929986,19.83914209,1.578947368,6.642343434,69.11724792,0,335.3223776,1.194425287,19.07692308,3.299880328,-22.25675329,7.4
E05000305,West Harrow,Harrow,84.44400014,19.93243243,1.34751773,4.024942279,41.51597211,0.188679245,360.5185185,0.732851406,13.33333333,3.155451478,-7.256711481,7.4
E05000306,Brooklands,Havering,79.10101525,23.98989899,1.778846154,4.876130395,62.2962251,0.249221184,327.026257,1.020248504,20.48780488,2.898625877,-4.519054295,7.9
E05000307,Cranham,Havering,85.61557947,16.95331695,0.945945946,2.600764332,37.0975916,0.317460317,354.2279762,0.582036686,7.924528302,2.292100108,5.198378117,7.7
E05000308,Elm Park,Havering,82.12976097,21.00238663,1.474358974,5.1771248,62.41908083,0.238095238,327.472028,1.149969752,18.75,2.616288162,6.551566691,7.7
E05000309,Emerson Park,Havering,81.46822839,18.30065359,1.216216216,2.310842337,55.62580616,0.165975104,369.45,0.49699925,7.083333333,1.955693453,-11.58297697,7.9
E05000310,Gooshays,Havering,78.95430416,25.52380952,3.834196891,8.838104703,96.97695205,2.126245847,317.8457143,1.553168275,27.73809524,2.592695705,12.92562817,7.7
E05000311,Hacton,Havering,82.71309242,15.11254019,1.202531646,3.1470424,49.10046617,0.240963855,344.9,0.524793956,8.235294118,2.371508855,-5.06164177,7.7
E05000312,Harold Wood,Havering,81.57574792,17.74647887,2.24852071,4.761064907,60.97129258,0.681818182,356.3073394,0.911218837,14.38596491,2.414052762,1.819233393,7.7
E05000313,Havering Park,Havering,79.23454108,19.56989247,2.43902439,6.197307946,59.63706264,0.610687023,322.9958115,1.447858942,24.6969697,2.089254125,12.46040134,7.7
E05000314,Heaton,Havering,78.91180663,25.59241706,3.566878981,8.91794096,83.90182593,1.627906977,323.8857923,1.396058854,29.11764706,2.110883841,-0.070149061,7.7
E05000315,Hylands,Havering,84.6541733,14.74530831,1.162790698,3.155010405,69.51863736,0.534351145,346.204321,0.64538835,9.454545455,2.091241864,-7.307919844,7.9
E05000316,Mawneys,Havering,84.02128542,19.89528796,1.875,4.685423941,57.53633682,0.153256705,335.9335443,1.081604585,17.66666667,2.471992925,-2.906904446,7.7
E05000317,Pettits,Havering,82.69355275,12.3943662,1.518987342,3.074659444,51.6678019,0.384615385,357.4612245,0.65413929,10.92592593,2.212654998,1.478281844,7.7
E05000318,Rainham and Wennington,Havering,82.2548333,24.25876011,1.913580247,5.163066613,81.74859852,1.011673152,318.75375,0.84609619,17.79661017,2.011107698,4.003294829,7.7
E05000319,Romford Town,Havering,82.56373979,20.70707071,1.673819742,5.053625559,109.7435087,0.578034682,331.5485075,0.834445701,18.4,4.213802893,-14.22911808,7.9
E05000320,St Andrew's,Havering,82.07088433,17.55725191,1.656804734,3.600360471,66.40928631,0.664206642,354.7845161,0.650151976,12,3.195094667,-9.970205724,7.9
E05000321,South Hornchurch,Havering,80.18099917,23.76033058,1.818181818,7.188202787,77.48723953,1.129568106,322.8988235,1.024114173,18.94736842,2.484104296,8.268552012,7.7
E05000322,Squirrel's Heath,Havering,82.77310187,19.47674419,1.32183908,3.851205794,58.23383763,0.524344569,356.566129,0.610416667,11.92982456,2.595336258,-16.82524407,7.9
E05000323,Upminster,Havering,82.49524625,13.12335958,0.897435897,1.574773073,52.53471805,0.926640927,374.212,0.424458204,3.846153846,1.935114074,2.544204448,7.7
E05000324,Barnhill,Hillingdon,80.84408784,27.20450281,2.032967033,6.06834413,96.82868067,0.505415162,355.7039106,1.126330027,20.375,2.434321755,1.970377201,7.2
E05000325,Botwell,Hillingdon,78.10328989,23.81756757,2.118226601,7.480642252,66.63242831,1.661341853,344.4202247,1.195029821,21.06382979,3.051085504,1.333929672,7.2
E05000326,Brunel,Hillingdon,80.25547865,20.47477745,1.588785047,3.236414051,65.0217537,0.618556701,342.4295652,1.293123209,16.83333333,2.433045115,-1.599584731,7.5
E05000327,Cavendish,Hillingdon,83.4579988,17.04834606,0.855263158,2.3297263,37.97177564,0.333333333,369.194375,0.431372549,7.75862069,2.097360145,-6.006446476,7.7
E05000328,Charville,Hillingdon,81.39971395,22.91666667,1.24260355,3.963724374,65.8003603,0.30651341,350.5375,0.907099698,14.92957746,2.40016483,6.396167777,7.2
E05000329,Eastcote and East Ruislip,Hillingdon,86.18719779,12.88515406,1.032258065,2.043326045,51.29605043,0.24,369.2913907,0.387652548,8.113207547,1.689111748,5.352521517,7.7
E05000330,Harefield,Hillingdon,80.05314804,20.85561497,2.474226804,2.887052478,54.35503504,2.352941176,341.8297297,0.989409142,14.57142857,1.436150375,7.076187517,7.7
E05000331,Heathrow Villages,Hillingdon,80.95822471,24.92401216,1.142857143,3.792597148,51.99870479,1.25,336.2359223,1.293689633,18.90625,2.597284791,-3.366313743,7.7
E05000332,Hillingdon East,Hillingdon,80.93087198,19.63190184,1.420454545,4.316559268,69.31478545,0.520446097,356.7169591,0.685217391,14.30555556,1.684993335,6.001546008,7.5
E05000333,Ickenham,Hillingdon,85.0497164,15.78947368,0.763358779,1.470058082,40.86824283,0.560747664,374.1992366,0.296391339,5.319148936,2.073788251,6.510894991,7.7
E05000334,Manor,Hillingdon,83.40176841,13.89645777,0.794701987,2.006346638,55.82140882,0.169491525,364.9466667,0.474465241,9.636363636,2.884329845,-5.640026164,7.7
E05000335,Northwood,Hillingdon,83.79291036,13.98601399,1.185185185,2.441088089,50.50125443,0.093023256,359.7363636,0.733579882,6.829268293,2.237840912,7.051536419,7.7
E05000336,Northwood Hills,Hillingdon,83.77762326,17.70833333,1.523178808,2.647678259,48.5621931,0.418410042,358.187156,0.61427451,11.11111111,2.039146625,3.736855287,7.7
E05000337,Pinkwell,Hillingdon,82.41714085,23.10177706,1.65,6.179865164,78.8050393,0.779220779,341.9533333,1.251031136,19.36170213,2.701244265,-2.946514631,7.7
E05000338,South Ruislip,Hillingdon,81.54123852,18.18181818,1,3.473571386,49.28655315,0.703125,348.8420168,0.728357277,12.13114754,2.541890672,10.19798343,7.7
E05000339,Townfield,Hillingdon,79.60340755,23.60594796,2.205128205,7.712428162,121.2722048,0.684931507,335.989071,1.161518771,25.30864198,3.053254893,2.077510946,7.2
E05000340,Uxbridge North,Hillingdon,82.75617986,17.94871795,1.265060241,2.829111193,76.20544156,0.472440945,350.7953846,0.74610436,11.63636364,2.351780294,0.842188119,7.5
E05000341,Uxbridge South,Hillingdon,80.90973263,17.11026616,1.434782609,3.848055787,48.40178049,0.673400673,349.7284211,1.065955631,18.36734694,2.499629489,-5.993544212,7.5
E05000342,West Drayton,Hillingdon,79.0941412,23.59307359,2.307692308,5.214705576,92.30332948,1.404682274,321.1964706,1.644116407,26.625,2.413534944,-9.370434873,7.7
E05000343,West Ruislip,Hillingdon,81.94962109,10.76923077,1.24137931,1.874062099,71.80726621,0,343.9313725,0.577250409,8.333333333,2.159715153,3.647477006,7.7
E05000344,Yeading,Hillingdon,81.43891661,23.4439834,2.054054054,5.857090393,100.3653838,0.498220641,344.9629032,1.163425926,20.70588235,1.914057828,2.090551765,7.2
E05000345,Yiewsley,Hillingdon,81.27551338,22.94372294,2.131147541,5.062423714,79.35390889,1.549815498,307.6994048,1.492692693,23.94366197,2.549629449,-2.893945757,7.7
E05000346,Bedfont,Hounslow,79.54978324,24.63414634,1.637426901,5.468657468,56.02658998,1.550387597,336.2079755,1.449314317,22.35294118,2.133183708,5.792239142,7.5
E05000347,Brentford,Hounslow,82.57035916,23.51351351,1.96347032,3.995854953,63.46936659,0.789473684,345.6612403,0.957370772,23.48484848,3.222655244,6.040130361,7.7
E05000348,Chiswick Homefields,Hounslow,82.96707141,20.33898305,0.8125,2.162892627,78.42281631,0.692640693,381.713,0.553753351,9.387755102,3.616386789,10.40082613,7.7
E05000349,Chiswick Riverside,Hounslow,84.71583129,16.74641148,1.132075472,2.663146037,96.52016199,0.170940171,361.1107143,0.638196916,10.39215686,2.837850714,3.72067967,7.7
E05000350,Cranford,Hounslow,81.50070821,25.82938389,2.034883721,6.038015632,72.86809169,0.316205534,351.4080882,1.261570463,22.96875,2.418231087,-2.095794611,7.5
E05000351,Feltham North,Hounslow,77.26046255,27.5,1.592356688,4.492245952,54.35516586,0.338983051,342.8038217,1.271358025,20.87719298,2.920079368,5.200864594,7.5
E05000352,Feltham West,Hounslow,82.38794894,25.60296846,1.302325581,4.388279339,83.47039764,1.708860759,330.9188482,1.338893511,18.60215054,2.417947002,2.525409779,7.5
E05000353,Hanworth,Hounslow,82.10312074,26.55246253,2.3125,6.479160353,86.82624152,0.971659919,331.4204545,1.481008147,25.50724638,2.603634668,7.474133157,7.5
E05000354,Hanworth Park,Hounslow,81.34301812,25.382263,1.635220126,3.757242645,64.26020612,1.087866109,325.4839623,1.115416098,17.93103448,2.579932593,6.718369116,7.5
E05000355,Heston Central,Hounslow,80.68732905,27.16346154,1.929824561,4.568314687,73.86025882,0.557768924,345.2219355,1.275334821,16.29032258,2.890607937,0.403560185,7.5
E05000356,Heston East,Hounslow,83.3530775,23.45013477,1.329479769,4.402869415,64.3379832,0.476190476,355.9886076,1.033393502,19.18032787,2.323684122,6.135752463,7.5
E05000357,Heston West,Hounslow,81.61543766,26.72064777,1.964285714,6.959933196,83.39253001,0.869565217,346.74375,1.170950533,21.73913043,2.337025948,4.007230266,7.5
E05000358,Hounslow Central,Hounslow,82.97928963,20.36553525,1.428571429,3.891027972,155.5197604,0.315457413,361.7116071,1.119217877,12,5.112394441,1.511001582,7.5
E05000359,Hounslow Heath,Hounslow,83.1583723,25.58558559,1.317073171,5.624005603,80.79110982,0.662251656,348.2934641,1.349431321,17.95180723,3.213125381,3.599022582,7.5
E05000360,Hounslow South,Hounslow,85.39834984,19.81707317,1.146496815,2.959362921,62.64854509,0.429184549,379.690678,1.121063395,7.962962963,2.50567674,-4.844018248,7.5
E05000361,Hounslow West,Hounslow,78.89627746,23.66197183,1.798941799,4.643552177,97.6539357,0.374531835,355.9159091,1.19598189,16.07142857,3.885946249,-4.798992171,7.5
E05000362,Isleworth,Hounslow,81.0790721,20.6043956,2.37804878,4.518048087,70.91107031,0.24691358,353.9106383,1.199686717,23.22580645,2.393924203,1.419505093,7.5
E05000363,Osterley and Spring Grove,Hounslow,83.09356983,14.7260274,0.934065934,2.923886057,50.22425171,0.37593985,374.0377193,0.941423221,9.310344828,2.757500138,8.847337329,7.5
E05000364,Syon,Hounslow,78.04714175,22.64705882,2.081218274,4.104158724,67.97125828,0,351.6208696,1.057161044,19.84615385,3.640530808,6.583785302,7.7
E05000365,Turnham Green,Hounslow,83.86072274,13.5483871,1.137724551,2.651227773,58.05206585,0.425531915,373.3833333,0.957650696,12.43902439,4.402014502,-1.573021071,7.7
E05000366,Barnsbury,Islington,79.03412037,22.79792746,2.210526316,4.782933782,128.0035138,0.238095238,340.2689922,1.409474886,26.88888889,5.685089738,-7.660324741,7.6
E05000367,Bunhill,Islington,81.08599379,23.04832714,1.633466135,6.308920639,40.78081326,1.075949367,332.7336842,1.265670436,37.25490196,7.088896771,-12.76561121,7.5
E05000368,Caledonian,Islington,80.43293825,25.16556291,2.567567568,6.050057949,80.44879548,0.962199313,334.425,1.562206002,33.92156863,5.28472784,-9.70253339,7.6
E05000369,Canonbury,Islington,82.57361724,24.37275986,2.640449438,6.46587186,116.2979267,0.24291498,333.0794702,1.837523629,31.17647059,6.478650931,1.669494853,7.5
E05000370,Clerkenwell,Islington,83.88175336,22.08588957,2.03125,5.10142749,51.76582281,0.166666667,336.0696721,1.557780612,31.38888889,6.89944884,-13.68870342,7.5
E05000371,Finsbury Park,Islington,78.030864,25.93659942,2.876712329,9.341740506,153.5233157,0.402684564,338.8096,1.274870466,35.16129032,6.576376323,-1.43297224,7.8
E05000372,Highbury East,Islington,82.26761777,14.69194313,1.802325581,4.447103989,120.5379282,0.168067227,347.6846154,1.046828753,18.54166667,4.661994675,1.79344485,7.8
E05000373,Highbury West,Islington,80.68405285,19.04761905,1.926229508,5.856349961,70.64209657,0.253968254,358.9594771,0.870063694,27.19298246,5.684090974,0.661735931,7.8
E05000374,Hillrise,Islington,80.11464192,19.09385113,2.774566474,7.361321613,92.31064079,0.495867769,342.2245283,1.333130236,29.62962963,4.208538839,3.397380969,7.4
E05000375,Holloway,Islington,80.17953971,24.33234421,2.761506276,6.546292814,99.68758524,0.576923077,344.5516667,1.601142857,32.45614035,5.940178566,0.985193089,7.6
E05000376,Junction,Islington,78.39662394,15.6779661,2.834224599,6.58385969,90.65469527,0.398406375,341.0426829,1.269708738,25.33333333,5.971951618,3.574008867,7.4
E05000377,Mildmay,Islington,81.0521368,21.73913043,2.704081633,6.824491201,124.6584491,0.150943396,337.2125,1.116654107,34,6.073276427,-6.69506253,7.8
E05000378,St George's,Islington,81.41415821,27.27272727,2.617801047,7.041914591,97.98896628,0.234375,357.5589474,1.19928952,24.16666667,4.545963363,0.286398611,7.4
E05000379,St Mary's,Islington,80.83777959,21.18226601,2.216216216,5.209440374,158.076309,0.331950207,341.5368932,1.43118527,29.23076923,6.747755044,3.030745846,7.6
E05000380,St Peter's,Islington,78.36301258,21.91780822,2.263157895,5.519071502,113.1452569,0.637450199,324.5353383,1.575495308,32.79069767,5.327024752,-3.472337348,7.5
E05000381,Tollington,Islington,81.44674939,21.17263844,2.941176471,7.607321366,107.7893978,0.732600733,345.7775862,1.14601227,30.18181818,4.52374797,4.078242629,7.4
E05000382,Abingdon,R B of Kensington and Chelsea,85.69643988,22.22222222,1.088435374,2.824485324,71.63374645,0.096618357,404.9473684,1.281449275,7.027027027,6.503208504,2.804442169,7.8
E05000383,Brompton,R B of Kensington and Chelsea,86.01153966,21.7955371,0.393700787,1.550420686,59.86978322,0,373.078125,0.885955056,5.714285714,6.795763773,3.799660966,7.8
E05000384,Campden,R B of Kensington and Chelsea,88.05197712,21.7955371,0.608695652,1.312534439,82.98428737,0,396.02,0.462162162,2.666666667,6.827236603,7.94947343,7.8
